product_pid,transaction_date,apply_amt_pred,redeem_amt_pred,net_in_amt_pred
product117,20221122,9.324193,2.5491767,6.873309
product117,20221123,5.5023837,8.648884,-2.3017883
product118,20221110,3.680103,3.0874565,0.4014395
product118,20221111,1.7311187,1.3522038,0.252177
product118,20221114,22.463263,6.1122255,15.763506
product118,20221115,6.4160066,0.3700316,6.4193316
product118,20221116,6.426552,6.5181108,0.5190847
product118,20221117,5.565814,1.9949428,3.637519
product118,20221118,2.406807,2.0272028,0.5106078
product118,20221121,12.335076,13.0010605,-0.18676735
product118,20221122,7.2838144,2.2101815,5.017851
product118,20221123,8.700794,4.4158587,4.3455877
product119,20221110,0.55776167,1.0402086,-0.77464956
product119,20221111,0.10235907,0.51809776,-1.2200294
product119,20221114,2.7098703,2.0054514,0.57025725
product119,20221115,0.17622456,0.43640846,-0.7703
product119,20221116,0.35552165,0.38221973,-0.24605864
product119,20221117,0.54244536,0.35819313,0.09772551
product119,20221118,0.57859963,0.39890206,0.065969184
product119,20221121,0.78123033,1.107635,-0.44941354
product119,20221122,1.4512739,0.15594606,1.7652805
product119,20221123,1.9988844,0.10162866,2.3949957
product12,20221110,2.6137948,5.721863,-2.6417484
product12,20221111,2.0702991,0.18798289,2.4495857
product12,20221114,4.188784,4.463602,-0.040245906
product12,20221115,2.1266038,1.8375455,0.40781993
product12,20221116,2.039779,1.8601002,0.26663357
product12,20221117,1.4221685,1.0676922,0.36365658
product12,20221118,0.4949581,1.2385259,-1.0222064
product12,20221121,2.733869,3.0763593,-0.3288322
product12,20221122,0.8687596,2.6604638,-1.8904871
product12,20221123,1.3024391,2.2018445,-0.9342517
product120,20221110,3.74517,1.1646223,2.3370614
product120,20221111,0.55337346,0.63069123,-0.40799645
product120,20221114,7.5356236,2.5574806,4.565906
product120,20221115,2.0599537,0.8171258,1.2508506
product120,20221116,6.340996,1.0298581,5.1868553
product120,20221117,7.9036183,2.311108,5.416682
product120,20221118,3.4386551,1.6176316,1.8114735
product120,20221121,6.9064918,2.5246644,4.394733
product120,20221122,12.745832,0.5555227,12.043858
product120,20221123,15.941298,0.79859453,14.753761
product121,20221110,0.6113465,0.56775963,-0.2048751
product121,20221111,0.23781206,0.67194164,-1.1738338
product121,20221114,1.2151198,2.7542372,-2.0631921
product121,20221115,2.8039417,0.20763998,2.5211167
product121,20221116,1.8018076,0.07262927,1.9486603
product121,20221117,0.68600076,0.08139235,0.57787174
product121,20221118,0.53904927,0.25714532,-0.15135105
product121,20221121,5.345317,0.14224389,4.969694
product121,20221122,1.339539,0.067812875,1.4142694
product121,20221123,2.168404,0.03493165,2.4167285
product122,20221110,0.49055517,0.787154,-0.5934949
product122,20221111,0.07464574,0.36823317,-1.1537495
product122,20221114,2.881717,1.4198936,1.2804759
product122,20221115,0.18363729,0.29251546,-0.49951082
product122,20221116,0.41119155,0.30266398,-0.007759806
product122,20221117,0.530725,0.27217382,0.2019656
product122,20221118,0.41587982,0.29920492,-0.06669326
product122,20221121,0.6688648,1.0738969,-0.6110171
product122,20221122,1.5488263,0.12258901,1.9660714
product122,20221123,1.6281186,0.15938415,1.7876614
product123,20221110,0.4731762,0.48262724,-0.102720216
product123,20221111,0.05679756,0.25091028,-0.98212874
product123,20221114,1.3819795,1.3485576,0.01482578
product123,20221115,0.33056614,0.3095678,-0.1105566
product123,20221116,1.0762515,0.30601183,0.8485408
product123,20221117,1.0260866,0.2883191,0.783306
product123,20221118,0.99712145,0.30929163,0.7172543
product123,20221121,0.9550582,0.62205386,0.26932317
product123,20221122,1.6716444,0.2363195,1.695409
product123,20221123,0.94421864,0.25508934,0.7125975
product124,20221110,2.7336237,2.7471855,-0.04931576
product124,20221111,1.74435,2.0069692,-0.26835918
product124,20221114,17.074455,6.4159713,10.541664
product124,20221115,6.63355,3.3199344,3.618679
product124,20221116,6.1036744,5.649752,0.92528313
product124,20221117,6.124563,1.3345137,4.8326077
product124,20221118,3.4998887,2.0703473,1.5232506
product124,20221121,21.55234,15.366932,6.656928
product124,20221122,7.997511,0.34603673,8.070868
product124,20221123,4.6311016,5.803698,-0.615693
product125,20221110,0.89851356,0.6085065,0.30460012
product125,20221111,0.11850683,0.4044319,-0.93347025
product125,20221114,3.2131948,1.0280576,2.1249146
product125,20221115,3.7937784,0.51693285,3.2339687
product125,20221116,8.6434145,0.6418713,7.5912833
product125,20221117,7.2679696,1.4609197,5.4491096
product125,20221118,5.0110264,1.3814418,3.4428787
product125,20221121,16.254513,2.9673781,12.969645
product125,20221122,6.542447,0.13173771,7.0151534
product125,20221123,5.507185,0.33281955,5.2775207
product126,20221110,0.6018586,0.51180077,-0.008759569
product126,20221111,0.09250322,0.3702552,-1.0266856
product126,20221114,2.32949,2.7450612,-0.43962026
product126,20221115,0.18793803,0.46682554,-0.7179495
product126,20221116,0.37010068,0.3216127,-0.087469324
product126,20221117,0.6852713,0.309957,0.38463804
product126,20221118,0.8680228,0.42173296,0.40579796
product126,20221121,1.4491203,1.172976,0.25533313
product126,20221122,1.7080164,0.12171461,2.1396074
product126,20221123,2.8087745,0.22125368,2.758923
product128,20221110,0.7276109,0.34701258,0.46626964
product128,20221111,0.08463579,0.24156892,-0.80872977
product128,20221114,3.0049293,0.8870872,2.0909848
product128,20221115,1.1443498,0.2554498,1.0746814
product128,20221116,5.4971147,0.3036774,5.1182976
product128,20221117,5.87453,0.40528008,5.2261806
product128,20221118,3.6527386,0.45412087,3.093856
product128,20221121,5.8084273,1.4398514,4.159587
product128,20221122,2.7000694,0.33400255,2.5697908
product128,20221123,3.0619133,0.3259541,2.841929
product129,20221110,0.59796256,0.8566867,-0.49110454
product129,20221111,0.086574644,0.35451564,-1.0366147
product129,20221114,2.6378608,1.5527788,0.97836494
product129,20221115,0.14729847,0.4372167,-0.83784163
product129,20221116,0.4353239,0.3709603,-0.055732325
product129,20221117,0.7390262,0.30112195,0.5119092
product129,20221118,0.4898432,0.35908726,0.00439984
product129,20221121,0.5670053,1.103772,-0.74241054
product129,20221122,1.1991271,0.25478792,1.266854
product129,20221123,1.303905,0.2331889,1.3141516
product13,20221110,0.9482703,1.5458452,-0.67252684
product13,20221111,0.36270157,0.59585494,-0.5280112
product13,20221114,7.3344007,2.4748704,4.734354
product13,20221115,2.6247385,0.14751789,2.9507995
product13,20221116,2.6276958,0.26119226,2.526062
product13,20221117,1.5832965,0.5839068,0.9223603
product13,20221118,0.28959376,0.46991095,-0.59108484
product13,20221121,0.44673988,1.2969353,-1.1985383
product13,20221122,0.19459535,0.3282272,-0.53358394
product13,20221123,0.38845536,0.28195405,-0.12520573
product130,20221110,2.349299,1.268894,0.8631238
product130,20221111,0.49295127,0.38098544,-0.13308261
product130,20221114,9.103338,3.9778147,4.69421
product130,20221115,0.9206016,0.43889466,0.45789358
product130,20221116,3.284546,0.33903882,3.0924826
product130,20221117,4.533574,1.0197163,3.3877206
product130,20221118,2.0005527,1.3067174,0.6576154
product130,20221121,6.8858438,1.7772197,5.032872
product130,20221122,6.2198844,0.581665,5.690658
product130,20221123,9.327842,0.2248664,9.23073
product131,20221110,0.5464579,0.6284599,-0.35646674
product131,20221111,0.08298746,0.3508771,-1.1290374
product131,20221114,2.8841243,1.5995147,1.0003872
product131,20221115,0.2821674,0.20235886,-0.14864981
product131,20221116,0.28525865,0.25997996,-0.26023337
product131,20221117,0.42920896,0.3222192,-0.09786241
product131,20221118,0.36158183,0.30240315,-0.17996256
product131,20221121,0.19018297,0.5509213,-0.8828279
product131,20221122,0.8688893,0.09982475,1.2748353
product131,20221123,1.2360399,0.07375285,1.7003028
product132,20221110,0.289553,0.39144233,-0.37243545
product132,20221111,0.15255098,0.6167094,-1.110137
product132,20221114,3.399588,1.5605576,1.8015704
product132,20221115,1.9652274,0.42822272,1.6691412
product132,20221116,4.028341,0.25463665,3.8707972
product132,20221117,4.8164487,0.15745823,4.783486
product132,20221118,7.3663073,0.7844473,6.199048
product132,20221121,6.918146,1.6060675,5.181247
product132,20221122,6.4234576,0.37152922,6.296214
product132,20221123,5.457372,0.36091092,5.4081807
product133,20221110,0.38312832,0.48714483,-0.26275897
product133,20221111,0.040313594,0.2377925,-1.1383493
product133,20221114,0.47414452,0.60193264,-0.39947626
product133,20221115,0.26067093,0.26160154,-0.285912
product133,20221116,0.8106524,0.31565815,0.45249462
product133,20221117,1.0137596,0.3440195,0.6366261
product133,20221118,0.86218846,0.41453597,0.352109
product133,20221121,1.7203485,0.94101727,0.7169806
product133,20221122,2.5722969,0.29222187,2.4850297
product133,20221123,3.314149,0.17878807,3.382244
product134,20221110,0.34155345,0.60077804,-0.61432695
product134,20221111,0.089140445,0.3931265,-1.1151705
product134,20221114,2.3788016,1.1657803,1.0267296
product134,20221115,0.13174398,0.18071803,-0.47470623
product134,20221116,0.3095973,0.23118891,-0.09524105
product134,20221117,0.43639675,0.2524469,0.08209114
product134,20221118,0.41730863,0.27030352,-0.0023604482
product134,20221121,1.6322738,1.1391149,0.4420674
product134,20221122,2.603009,0.11107971,3.0744817
product134,20221123,2.460678,0.12042535,2.7612967
product135,20221110,0.4806583,0.53598607,-0.33716637
product135,20221111,0.0666758,0.3661359,-1.2677698
product135,20221114,3.168572,1.5923325,1.2719607
product135,20221115,0.20290418,0.17627233,-0.25246972
product135,20221116,0.347893,0.21221618,0.009430159
product135,20221117,0.41203755,0.25353643,0.010275409
product135,20221118,0.22941107,0.24785589,-0.37904784
product135,20221121,0.28378803,0.6572257,-0.8072518
product135,20221122,0.97203004,0.09146036,1.4345361
product135,20221123,1.3395534,0.069520526,1.8367609
product136,20221110,1.7093608,1.5899587,0.17655067
product136,20221111,0.93971664,1.1810956,-0.35128433
product136,20221114,10.672703,5.63866,5.066122
product136,20221115,0.8535186,1.0858653,-0.22552474
product136,20221116,1.1566875,1.6626357,-0.5996557
product136,20221117,1.2467507,0.57502955,0.6037431
product136,20221118,0.67209226,0.44504672,0.041113958
product136,20221121,0.9009346,2.2642622,-1.6313586
product136,20221122,0.8917372,0.6189639,0.118398085
product136,20221123,0.55604815,0.54092664,-0.28638175
product137,20221110,0.5456372,0.536566,-0.21214618
product137,20221111,0.06807796,0.2443693,-0.9968975
product137,20221114,2.9951687,0.90307814,1.8697966
product137,20221115,0.0972126,0.13166122,-0.50813043
product137,20221116,0.26857397,0.18508512,-0.101904616
product137,20221117,0.58655447,0.22178641,0.33897996
product137,20221118,0.5280981,0.25689685,0.15036653
product137,20221121,1.6092619,0.64025825,0.9307475
product137,20221122,2.630711,0.14858593,2.8806062
product137,20221123,3.2638698,0.12015117,3.499289
product138,20221110,0.52182794,0.5709247,-0.3039011
product138,20221111,0.06302466,0.33468735,-1.2220112
product138,20221114,2.634754,1.2762312,1.1098379
product138,20221115,0.16941562,0.18686852,-0.37783426
product138,20221116,0.31587696,0.23794511,-0.11278209
product138,20221117,0.39754176,0.25488916,-0.012824088
product138,20221118,0.2588568,0.2579531,-0.32096517
product138,20221121,0.27818304,0.66362244,-0.82434213
product138,20221122,1.0902189,0.08175514,1.6082287
product138,20221123,1.3841934,0.08134916,1.7884456
product14,20221110,3.0795202,6.2475758,-2.6829152
product14,20221111,1.8286749,0.16101018,2.2802553
product14,20221114,4.584097,4.2671666,0.5140002
product14,20221115,2.164885,1.9756374,0.3052436
product14,20221116,2.0496972,2.0300138,0.085670695
product14,20221117,1.3832442,1.038879,0.32673943
product14,20221118,0.44148034,1.2715844,-1.1476105
product14,20221121,2.497831,3.0252588,-0.5084951
product14,20221122,0.71238375,2.466665,-1.8953855
product14,20221123,0.9119146,2.1652477,-1.3227407
product140,20221110,0.330365,0.3467506,-0.18380687
product140,20221111,0.07707135,0.23379213,-0.83993
product140,20221114,1.6122407,1.430035,0.103997394
product140,20221115,0.10488151,0.27593297,-0.729721
product140,20221116,0.33754426,0.28021482,-0.1222457
product140,20221117,0.5310191,0.28872716,0.14960815
product140,20221118,0.6809291,0.28279507,0.3643071
product140,20221121,0.9855782,0.91742945,-0.04520674
product140,20221122,2.053591,0.245097,2.1305826
product140,20221123,2.1365845,0.55145967,1.5752866
product141,20221110,0.3701259,0.43489388,-0.25629035
product141,20221111,0.06449924,0.23346399,-0.92308944
product141,20221114,1.5003023,1.2900612,0.12065859
product141,20221115,0.11050317,0.2875057,-0.7283915
product141,20221116,0.3257615,0.27927244,-0.14407443
product141,20221117,0.4404487,0.27968395,0.0042030066
product141,20221118,0.55938995,0.23747471,0.27181855
product141,20221121,0.41416702,0.57050073,-0.44160926
product141,20221122,1.8319001,0.16112271,2.1095588
product141,20221123,1.6013477,0.18001144,1.6845579
product142,20221110,0.2668973,0.8914482,-1.25976
product142,20221111,0.109083936,0.42690834,-1.221615
product142,20221114,6.3909497,0.5832604,5.191785
product142,20221115,1.4042568,0.14007886,1.3240972
product142,20221116,0.3068657,0.11504139,-0.093532406
product142,20221117,0.34834135,0.07639424,0.110784754
product142,20221118,0.11634938,0.058524672,-0.35950336
product142,20221121,0.5110495,0.09037633,0.39928466
product142,20221122,1.0555971,0.03322923,1.5333607
product142,20221123,2.7495139,0.09763187,2.761585
product143,20221110,0.2834643,0.3851999,-0.35066605
product143,20221111,0.063642986,0.22767058,-0.91538906
product143,20221114,1.3166552,1.264005,-0.05622904
product143,20221115,0.0917559,0.26855493,-0.7839556
product143,20221116,0.2685305,0.25401258,-0.21284004
product143,20221117,0.35895354,0.25703663,-0.09494138
product143,20221118,0.47006512,0.22439066,0.16051781
product143,20221121,0.34688044,0.55017924,-0.5429492
product143,20221122,1.5988063,0.14214368,1.9286678
product143,20221123,1.322558,0.15322867,1.4647988
product144,20221110,0.3705433,0.5070931,-0.43927023
product144,20221111,0.0545199,0.3030865,-1.2040266
product144,20221114,1.9111272,0.97604644,0.7547423
product144,20221115,0.09918144,0.17168601,-0.60628635
product144,20221116,0.23814599,0.19800228,-0.19679692
product144,20221117,0.33079958,0.21355921,-0.056838498
product144,20221118,0.26752156,0.2089738,-0.19549
product144,20221121,0.27042997,0.55213517,-0.71044576
product144,20221122,1.1754185,0.08279895,1.7005687
product144,20221123,1.3557518,0.094976254,1.7082765
product145,20221110,34.071686,6.3560104,26.211386
product145,20221111,5.9534636,0.6084004,5.162981
product145,20221114,51.636917,8.2828455,41.50891
product145,20221115,7.501617,13.245007,-4.559374
product145,20221116,1.057858,10.170267,-8.250278
product145,20221117,0.27008986,8.225964,-7.8291473
product145,20221118,3.14635,2.9375992,0.19824262
product145,20221121,13.139734,15.313677,-1.8389876
product145,20221122,6.794245,4.078483,2.6082735
product145,20221123,3.567687,4.450426,-0.82053256
product146,20221110,6.0667253,3.0190809,2.7760491
product146,20221111,2.1949468,0.54720545,1.657471
product146,20221114,21.126547,4.871383,15.7288685
product146,20221115,0.023213068,4.366745,-5.308805
product146,20221116,0.6431561,6.8615303,-5.780267
product146,20221117,2.6664875,2.3082824,0.41658175
product146,20221118,0.5922026,0.9334127,-0.39623266
product146,20221121,1.9835273,3.659,-1.4438272
product146,20221122,2.2782805,1.6062536,0.760533
product146,20221123,1.4969728,1.0001324,0.5285431
product147,20221110,0.2925514,0.5202366,-0.70625335
product147,20221111,0.08566095,0.3791473,-1.2360909
product147,20221114,5.375733,0.6868071,4.190469
product147,20221115,0.36427546,0.21953225,-0.14781721
product147,20221116,0.28311524,0.07715444,0.16526909
product147,20221117,0.4094191,0.10975647,0.20883669
product147,20221118,0.17781319,0.11637081,-0.30118757
product147,20221121,0.48156226,0.31561747,-0.062028512
product147,20221122,1.4065216,0.113653906,1.6887759
product147,20221123,1.871444,0.10087121,2.157406
product148,20221110,0.38640982,0.5221675,-0.43169978
product148,20221111,0.05656789,0.30960062,-1.199405
product148,20221114,2.0051613,1.063831,0.75441945
product148,20221115,0.10209829,0.1757173,-0.5991459
product148,20221116,0.24107164,0.2021415,-0.19836715
product148,20221117,0.33272946,0.21728066,-0.06258817
product148,20221118,0.27611867,0.21742943,-0.19672872
product148,20221121,0.29901585,0.56944054,-0.66887426
product148,20221122,1.1963876,0.07774623,1.747975
product148,20221123,1.4067038,0.088755995,1.7818555
product149,20221110,0.4262833,0.5185642,-0.3628827
product149,20221111,0.056469988,0.3082414,-1.2052113
product149,20221114,2.1168368,1.0279284,0.8938165
product149,20221115,0.123627946,0.17180759,-0.49600434
product149,20221116,0.2794387,0.20627753,-0.11924722
product149,20221117,0.3708587,0.2226812,0.00028839707
product149,20221118,0.27225003,0.2246279,-0.2233988
product149,20221121,0.3144849,0.60219765,-0.67950344
product149,20221122,1.2354418,0.08106504,1.771563
product149,20221123,1.447618,0.092515394,1.8087797
product15,20221110,2.9951224,6.490348,-2.9916465
product15,20221111,1.8276925,0.14454651,2.3272812
product15,20221114,4.3814116,4.1198344,0.44956082
product15,20221115,2.0421407,1.8913951,0.26065588
product15,20221116,1.8864316,2.0641954,-0.11216052
product15,20221117,1.3620185,1.1294641,0.20406024
product15,20221118,0.46263373,1.2454789,-1.0812573
product15,20221121,2.3738093,2.974348,-0.5778742
product15,20221122,0.6808945,2.5818486,-2.0460923
product15,20221123,0.8712137,2.252919,-1.4610007
product150,20221110,0.16924122,0.3184358,-0.6196383
product150,20221111,0.078934915,0.32982075,-1.1100535
product150,20221114,1.3608298,0.7173627,0.40635663
product150,20221115,0.2679269,0.09398122,0.12444332
product150,20221116,0.30398425,0.10000306,0.16565508
product150,20221117,0.32605857,0.13933921,0.05511352
product150,20221118,0.25765032,0.13522407,-0.048127502
product150,20221121,1.0001249,0.37179476,0.5991004
product150,20221122,3.5179455,0.16402246,3.5976818
product150,20221123,3.6198816,0.17791048,3.5605044
product151,20221110,0.48933643,0.49835646,-0.25318068
product151,20221111,0.068383604,0.3448416,-1.2067673
product151,20221114,2.683116,1.4917296,0.93029654
product151,20221115,0.15136811,0.17499404,-0.4242827
product151,20221116,0.22778517,0.21382368,-0.28429767
product151,20221117,0.33860636,0.2541279,-0.1344327
product151,20221118,0.30577743,0.27188113,-0.24074651
product151,20221121,0.22766802,0.5381658,-0.77112746
product151,20221122,0.70861125,0.06325342,1.2300802
product151,20221123,1.1170233,0.052008692,1.655446
product152,20221110,0.37953627,0.7680694,-0.86822456
product152,20221111,0.16778508,0.44592205,-1.0344406
product152,20221114,2.8123405,1.5900156,0.6705888
product152,20221115,4.0392556,0.06703126,4.2143717
product152,20221116,0.3605734,0.13070445,-0.09224231
product152,20221117,0.32569945,0.08754944,0.01905422
product152,20221118,0.11245574,0.075637974,-0.47445667
product152,20221121,0.7521492,0.055968508,0.8996886
